                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 1.4053,                 1.6485,                 1.5047,                0.61747,                0.59427,                0.60863,                0.56171,                 1.5973,                 1.6381,                 1.6987,               0.007063,               0.007063,               0.007063
                     91,                 1.4056,                 1.6711,                 1.5083,                0.56605,                0.60486,                0.58661,                0.53804,                 1.5806,                 1.7045,                 1.7014,                0.00703,                0.00703,                0.00703
                     92,                  1.409,                 1.6625,                 1.4994,                0.59643,                0.58966,                0.61161,                0.56151,                 1.5986,                 1.6337,                 1.7134,               0.006997,               0.006997,               0.006997
                     93,                 1.4174,                 1.6538,                 1.5074,                0.60219,                0.59756,                0.62034,                0.57041,                 1.5994,                 1.6262,                 1.7098,               0.006964,               0.006964,               0.006964
                     94,                 1.3963,                 1.6493,                 1.4921,                0.61077,                0.58109,                0.60264,                0.54471,                 1.5929,                 1.6541,                 1.7157,               0.006931,               0.006931,               0.006931
                     95,                 1.4129,                 1.6799,                 1.5057,                0.60438,                0.58519,                0.59889,                0.55052,                 1.5924,                 1.6323,                  1.707,               0.006898,               0.006898,               0.006898
                     96,                 1.4036,                 1.6621,                 1.5082,                0.60917,                0.57894,                0.59777,                0.54825,                 1.5966,                 1.6638,                 1.7013,               0.006865,               0.006865,               0.006865
                     97,                 1.3917,                 1.6351,                 1.4937,                0.60297,                0.57328,                0.60101,                0.55137,                 1.5998,                  1.639,                 1.7125,               0.006832,               0.006832,               0.006832
                     98,                 1.3925,                 1.6505,                 1.5055,                0.61826,                0.59148,                 0.6058,                0.55846,                  1.568,                 1.6139,                 1.6945,               0.006799,               0.006799,               0.006799
                     99,                 1.4097,                  1.641,                 1.5032,                0.62858,                0.58017,                0.61583,                0.56802,                  1.582,                 1.6257,                 1.6962,               0.006766,               0.006766,               0.006766
                    100,                 1.4019,                  1.645,                  1.492,                0.57187,                0.60371,                0.58937,                0.54323,                 1.5879,                  1.654,                 1.7087,               0.006733,               0.006733,               0.006733
                    101,                 1.3658,                 1.6033,                  1.478,                0.62041,                0.57609,                 0.6153,                0.56304,                 1.6054,                 1.6066,                 1.7084,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.3903,                 1.6238,                   1.49,                0.60232,                0.59846,                0.60859,                0.55922,                 1.5864,                 1.6525,                 1.7071,               0.006667,               0.006667,               0.006667
                    103,                 1.3917,                 1.6474,                 1.4975,                0.61257,                0.58959,                0.62322,                0.57399,                 1.5878,                 1.5942,                 1.6893,               0.006634,               0.006634,               0.006634
                    104,                 1.3917,                 1.6048,                 1.4948,                 0.6245,                0.62374,                 0.6212,                0.57333,                 1.5737,                 1.6153,                 1.7008,               0.006601,               0.006601,               0.006601
                    105,                 1.4002,                 1.6258,                 1.4875,                0.58204,                0.59517,                0.61111,                0.55966,                 1.6056,                 1.6506,                 1.7122,               0.006568,               0.006568,               0.006568
                    106,                 1.3815,                 1.6163,                 1.4929,                0.59188,                0.59654,                0.60658,                 0.5572,                 1.5913,                  1.614,                 1.7059,               0.006535,               0.006535,               0.006535
                    107,                 1.3774,                 1.5905,                 1.4837,                0.61221,                0.60135,                 0.6162,                 0.5632,                 1.5878,                 1.6036,                 1.7042,               0.006502,               0.006502,               0.006502
                    108,                 1.3726,                 1.5873,                 1.4816,                0.63439,                0.59499,                0.62223,                0.57209,                 1.5783,                 1.5859,                 1.6933,               0.006469,               0.006469,               0.006469
                    109,                 1.3902,                 1.6113,                 1.4855,                0.60144,                0.58956,                0.60735,                0.55754,                 1.5826,                 1.6244,                 1.6879,               0.006436,               0.006436,               0.006436
                    110,                 1.3912,                 1.6015,                 1.4832,                0.56566,                0.63786,                0.62083,                0.57084,                 1.5943,                 1.5998,                 1.7014,               0.006403,               0.006403,               0.006403
                    111,                 1.3729,                 1.6038,                 1.4801,                0.61178,                0.61169,                0.63149,                0.58022,                 1.5882,                 1.5768,                 1.6944,                0.00637,                0.00637,                0.00637
                    112,                 1.3627,                 1.5646,                  1.474,                0.64078,                0.59362,                0.62904,                0.57405,                 1.5893,                  1.588,                 1.6965,               0.006337,               0.006337,               0.006337
                    113,                 1.3808,                 1.5781,                 1.4754,                0.61964,                0.62132,                0.61485,                0.56442,                 1.5694,                 1.6106,                 1.6855,               0.006304,               0.006304,               0.006304
                    114,                 1.3807,                 1.5827,                 1.4804,                0.64538,                0.60359,                0.63863,                 0.5875,                 1.5857,                 1.6076,                 1.6932,               0.006271,               0.006271,               0.006271
                    115,                 1.3698,                 1.5731,                 1.4672,                0.59859,                0.61787,                0.62322,                0.57315,                 1.5811,                 1.6058,                 1.6907,               0.006238,               0.006238,               0.006238
                    116,                 1.3723,                 1.5793,                 1.4719,                0.62228,                0.60209,                0.62981,                0.57792,                 1.5812,                 1.5826,                 1.6954,               0.006205,               0.006205,               0.006205
                    117,                 1.3559,                 1.5505,                 1.4623,                0.58952,                0.63125,                0.62703,                0.57387,                 1.5981,                 1.5895,                 1.6961,               0.006172,               0.006172,               0.006172
                    118,                 1.3769,                 1.5709,                 1.4791,                0.60183,                0.62734,                0.62003,                0.56945,                 1.5908,                 1.6119,                 1.7019,               0.006139,               0.006139,               0.006139
                    119,                 1.3672,                 1.5711,                 1.4755,                0.62848,                0.60622,                0.62303,                0.56988,                 1.5715,                 1.5923,                  1.693,               0.006106,               0.006106,               0.006106
                    120,                 1.3545,                   1.54,                 1.4633,                0.62689,                0.61414,                0.62841,                0.57523,                 1.5739,                 1.5921,                   1.68,               0.006073,               0.006073,               0.006073
                    121,                 1.3527,                  1.543,                 1.4633,                0.64039,                0.60135,                 0.6348,                0.58276,                  1.569,                 1.5547,                 1.6832,                0.00604,                0.00604,                0.00604
                    122,                 1.3802,                 1.5735,                 1.4761,                0.65312,                0.59577,                0.63312,                0.57991,                 1.5752,                 1.5666,                 1.6857,               0.006007,               0.006007,               0.006007
                    123,                 1.3531,                  1.539,                 1.4598,                0.64136,                0.58822,                 0.6259,                0.57211,                 1.5824,                 1.5786,                  1.699,               0.005974,               0.005974,               0.005974
                    124,                 1.3707,                 1.5743,                 1.4733,                0.62324,                0.60732,                0.61977,                0.56809,                 1.5669,                 1.5778,                 1.6867,               0.005941,               0.005941,               0.005941
                    125,                 1.3576,                 1.5656,                 1.4646,                 0.6109,                0.60382,                0.62265,                0.57396,                 1.5695,                  1.578,                 1.6926,               0.005908,               0.005908,               0.005908
                    126,                 1.3639,                 1.5334,                 1.4676,                0.61533,                0.62056,                0.64153,                0.58868,                 1.5672,                 1.5661,                 1.6894,               0.005875,               0.005875,               0.005875
                    127,                 1.3538,                 1.5248,                 1.4576,                0.59337,                0.62978,                0.63022,                0.57849,                 1.5863,                  1.581,                 1.7094,               0.005842,               0.005842,               0.005842
                    128,                 1.3507,                  1.538,                 1.4604,                0.61502,                0.61344,                0.63727,                 0.5872,                 1.5828,                 1.5598,                 1.7053,               0.005809,               0.005809,               0.005809
                    129,                 1.3545,                 1.5394,                 1.4613,                0.62556,                0.61276,                0.63919,                0.58897,                 1.5798,                 1.5611,                 1.7058,               0.005776,               0.005776,               0.005776
                    130,                 1.3425,                 1.5216,                 1.4617,                0.61699,                0.64125,                 0.6281,                0.57533,                 1.5815,                 1.5397,                 1.7001,               0.005743,               0.005743,               0.005743
                    131,                 1.3582,                 1.5462,                 1.4684,                0.62177,                 0.6167,                0.64149,                 0.5894,                 1.5697,                 1.5322,                 1.6982,                0.00571,                0.00571,                0.00571
                    132,                 1.3503,                 1.5188,                  1.453,                0.61592,                0.61096,                0.63794,                0.58381,                 1.5846,                 1.5364,                 1.7023,               0.005677,               0.005677,               0.005677
                    133,                 1.3298,                 1.4995,                 1.4438,                0.65994,                0.59318,                0.63697,                0.58489,                 1.5628,                 1.5514,                  1.686,               0.005644,               0.005644,               0.005644
                    134,                 1.3378,                 1.5051,                 1.4472,                0.61392,                0.60842,                0.63679,                0.58536,                 1.5757,                 1.5514,                 1.6922,               0.005611,               0.005611,               0.005611
                    135,                 1.3474,                 1.5067,                 1.4519,                0.62557,                0.62582,                0.63908,                0.58598,                 1.5799,                 1.5385,                 1.6999,               0.005578,               0.005578,               0.005578
                    136,                  1.345,                 1.5067,                 1.4446,                0.60928,                0.62641,                0.63924,                0.58638,                 1.5823,                 1.5472,                 1.7024,               0.005545,               0.005545,               0.005545
                    137,                 1.3307,                 1.5101,                 1.4449,                0.59393,                0.63496,                0.63768,                0.58661,                 1.5653,                 1.5333,                 1.6872,               0.005512,               0.005512,               0.005512
                    138,                 1.3416,                 1.4848,                 1.4481,                0.57862,                0.63398,                0.63523,                0.58338,                 1.5776,                 1.5523,                 1.7017,               0.005479,               0.005479,               0.005479
                    139,                 1.3531,                 1.5045,                 1.4497,                0.60834,                0.64133,                0.64717,                0.59209,                 1.5874,                 1.5495,                 1.7071,               0.005446,               0.005446,               0.005446
                    140,                 1.3289,                 1.4822,                 1.4382,                0.61205,                 0.6401,                 0.6473,                0.59683,                 1.5819,                 1.5381,                 1.6998,               0.005413,               0.005413,               0.005413
                    141,                 1.3321,                 1.4921,                 1.4438,                 0.6276,                0.62613,                0.63771,                0.58564,                 1.5826,                 1.5408,                 1.6988,                0.00538,                0.00538,                0.00538
                    142,                 1.3184,                 1.4623,                 1.4327,                0.60651,                0.64606,                0.64096,                0.58834,                 1.5827,                 1.5286,                 1.6898,               0.005347,               0.005347,               0.005347
                    143,                 1.3203,                 1.4682,                 1.4369,                0.56208,                0.66442,                0.63673,                0.58159,                 1.5797,                 1.5366,                 1.6918,               0.005314,               0.005314,               0.005314
                    144,                 1.3333,                 1.4792,                  1.448,                0.62486,                0.60495,                0.63776,                0.58167,                 1.5789,                 1.5339,                 1.6949,               0.005281,               0.005281,               0.005281
                    145,                 1.3214,                 1.4591,                 1.4337,                 0.5878,                0.64189,                0.63718,                0.58155,                 1.5759,                 1.5313,                 1.6943,               0.005248,               0.005248,               0.005248
                    146,                 1.3256,                 1.4666,                 1.4344,                0.59367,                0.64877,                0.64578,                0.58879,                 1.5742,                 1.5369,                 1.6963,               0.005215,               0.005215,               0.005215
                    147,                  1.333,                 1.4783,                 1.4495,                0.59925,                0.65282,                0.64465,                0.58731,                 1.5633,                 1.5235,                 1.6934,               0.005182,               0.005182,               0.005182
                    148,                 1.3248,                 1.4512,                 1.4387,                0.60826,                0.63109,                0.64378,                0.58791,                 1.5667,                 1.5249,                 1.6976,               0.005149,               0.005149,               0.005149
                    149,                 1.3244,                 1.4607,                   1.43,                0.59653,                0.64586,                0.63813,                0.58371,                 1.5675,                 1.5275,                 1.6995,               0.005116,               0.005116,               0.005116
                    150,                 1.3314,                 1.4516,                 1.4367,                0.60613,                0.64353,                0.64585,                 0.5902,                 1.5777,                 1.5189,                 1.7031,               0.005083,               0.005083,               0.005083
                    151,                 1.3192,                 1.4376,                  1.435,                0.63418,                   0.62,                 0.6495,                0.59195,                 1.5772,                 1.5172,                 1.7019,                0.00505,                0.00505,                0.00505
                    152,                 1.3214,                 1.4703,                 1.4359,                0.60145,                0.63764,                0.64451,                0.58616,                 1.5776,                 1.5363,                 1.7003,               0.005017,               0.005017,               0.005017
                    153,                 1.3094,                 1.4347,                 1.4208,                 0.6083,                0.63173,                0.64555,                0.58744,                 1.5725,                 1.5295,                 1.6947,               0.004984,               0.004984,               0.004984
                    154,                 1.3166,                 1.4599,                 1.4204,                0.61065,                 0.6379,                0.64614,                0.59003,                 1.5718,                 1.5201,                 1.6965,               0.004951,               0.004951,               0.004951
                    155,                 1.3086,                 1.4471,                 1.4321,                0.62219,                0.60826,                0.65503,                0.59664,                 1.5782,                 1.5228,                 1.6939,               0.004918,               0.004918,               0.004918
                    156,                 1.3249,                 1.4556,                 1.4365,                 0.5982,                0.66176,                0.65848,                0.60237,                 1.5662,                 1.5085,                 1.6844,               0.004885,               0.004885,               0.004885
                    157,                 1.3114,                 1.4317,                 1.4133,                0.62015,                0.64039,                0.65443,                0.59663,                 1.5705,                  1.499,                 1.6801,               0.004852,               0.004852,               0.004852
                    158,                  1.321,                 1.4486,                   1.43,                0.61293,                0.64304,                0.64859,                0.59222,                 1.5704,                 1.4979,                 1.6839,               0.004819,               0.004819,               0.004819
                    159,                 1.3143,                 1.4244,                 1.4271,                0.61433,                0.64133,                0.64526,                0.58964,                 1.5758,                 1.5111,                 1.6939,               0.004786,               0.004786,               0.004786
                    160,                  1.296,                 1.4288,                 1.4168,                0.62114,                0.63232,                0.65037,                0.59499,                 1.5729,                 1.5143,                 1.6896,               0.004753,               0.004753,               0.004753
                    161,                  1.302,                 1.4286,                 1.4136,                0.59541,                0.66556,                 0.6532,                0.59643,                 1.5779,                   1.52,                 1.6977,                0.00472,                0.00472,                0.00472
                    162,                 1.2983,                 1.4266,                 1.4167,                0.60523,                0.67639,                0.65159,                0.59277,                 1.5738,                 1.5169,                 1.6992,               0.004687,               0.004687,               0.004687
                    163,                 1.2998,                 1.4242,                  1.422,                0.62562,                0.65328,                0.65422,                0.59785,                 1.5763,                 1.5205,                 1.6996,               0.004654,               0.004654,               0.004654
                    164,                 1.3049,                 1.4265,                 1.4183,                0.62854,                0.67515,                0.65708,                0.60224,                  1.578,                   1.53,                 1.7072,               0.004621,               0.004621,               0.004621
                    165,                 1.3044,                  1.438,                 1.4226,                0.62923,                0.65679,                0.65424,                0.59856,                 1.5828,                 1.5183,                 1.7073,               0.004588,               0.004588,               0.004588
                    166,                 1.3004,                  1.405,                 1.4201,                0.62391,                0.65784,                0.66177,                0.60521,                 1.5875,                 1.5196,                 1.7057,               0.004555,               0.004555,               0.004555
                    167,                 1.3005,                 1.4167,                 1.4139,                0.63374,                0.66886,                0.66254,                0.60641,                 1.5864,                 1.5201,                 1.7048,               0.004522,               0.004522,               0.004522
                    168,                 1.2996,                 1.4126,                 1.4178,                0.62202,                 0.6672,                0.65668,                0.59807,                 1.5858,                 1.5274,                 1.7082,               0.004489,               0.004489,               0.004489
                    169,                 1.2953,                 1.4116,                 1.4087,                0.63609,                0.63976,                0.65402,                0.59731,                 1.5847,                 1.5358,                   1.71,               0.004456,               0.004456,               0.004456
                    170,                 1.2827,                 1.3984,                 1.4055,                0.64122,                0.65533,                0.65472,                0.59848,                 1.5812,                  1.523,                 1.7075,               0.004423,               0.004423,               0.004423
                    171,                 1.3065,                 1.4255,                 1.4216,                0.62696,                0.66542,                0.65564,                0.59882,                 1.5736,                 1.5092,                 1.7006,                0.00439,                0.00439,                0.00439
                    172,                 1.2869,                 1.4022,                 1.4139,                0.62757,                0.65444,                0.65358,                0.59707,                 1.5745,                 1.5142,                 1.6979,               0.004357,               0.004357,               0.004357
                    173,                 1.2783,                 1.4034,                 1.4089,                0.64726,                0.64844,                0.64982,                 0.5924,                 1.5764,                 1.5178,                 1.6983,               0.004324,               0.004324,               0.004324
                    174,                 1.2933,                 1.4067,                 1.4151,                0.61494,                0.67048,                0.64817,                0.59172,                 1.5706,                 1.5151,                  1.694,               0.004291,               0.004291,               0.004291
                    175,                 1.2928,                 1.3864,                 1.4092,                0.59889,                0.65785,                0.64992,                 0.5945,                 1.5688,                 1.5136,                  1.692,               0.004258,               0.004258,               0.004258
                    176,                 1.2823,                 1.3878,                 1.4032,                0.60097,                 0.6439,                0.64322,                0.58868,                 1.5731,                 1.5088,                 1.6985,               0.004225,               0.004225,               0.004225
                    177,                  1.286,                  1.394,                 1.4111,                0.64177,                0.61727,                0.64687,                0.59045,                 1.5753,                 1.5056,                 1.7031,               0.004192,               0.004192,               0.004192
                    178,                 1.2815,                 1.3874,                 1.4014,                 0.6153,                0.63347,                0.64828,                0.59146,                 1.5772,                 1.5197,                 1.7045,               0.004159,               0.004159,               0.004159
                    179,                 1.2894,                 1.3691,                 1.4052,                0.61612,                0.63439,                0.65377,                0.59598,                 1.5824,                 1.5127,                 1.7044,               0.004126,               0.004126,               0.004126
                    180,                 1.2742,                 1.3735,                 1.3967,                0.61534,                0.63672,                0.65822,                0.60119,                 1.5842,                 1.5047,                 1.7089,               0.004093,               0.004093,               0.004093
                    181,                 1.2841,                  1.401,                 1.4061,                0.59642,                 0.6513,                0.65988,                0.60209,                 1.5895,                 1.5062,                 1.7159,                0.00406,                0.00406,                0.00406
                    182,                 1.2672,                 1.3587,                 1.3893,                0.58355,                0.66538,                0.65762,                0.60002,                 1.5864,                 1.5058,                 1.7153,               0.004027,               0.004027,               0.004027
                    183,                 1.2769,                 1.3621,                 1.3936,                0.59329,                0.67502,                0.65762,                 0.5994,                 1.5812,                 1.5039,                 1.7113,               0.003994,               0.003994,               0.003994
                    184,                 1.2837,                 1.3572,                 1.4012,                0.60846,                0.65535,                0.66213,                0.60223,                 1.5792,                 1.4967,                 1.7064,               0.003961,               0.003961,               0.003961
                    185,                   1.27,                 1.3478,                 1.3889,                0.60202,                0.66705,                0.66291,                0.60241,                 1.5842,                 1.4942,                  1.708,               0.003928,               0.003928,               0.003928
                    186,                 1.2703,                 1.3572,                 1.3946,                0.60356,                0.67998,                0.66269,                0.60304,                 1.5815,                  1.495,                 1.7009,               0.003895,               0.003895,               0.003895
                    187,                 1.2692,                 1.3586,                 1.3907,                0.59663,                0.68621,                0.65676,                0.59846,                 1.5836,                    1.5,                 1.7005,               0.003862,               0.003862,               0.003862
                    188,                 1.2546,                 1.3413,                 1.3872,                0.59022,                0.67874,                0.65374,                0.59389,                 1.5886,                 1.5039,                 1.7061,               0.003829,               0.003829,               0.003829
                    189,                 1.2541,                 1.3378,                 1.3959,                0.59989,                0.66947,                0.65324,                0.59265,                 1.5918,                 1.5084,                 1.7114,               0.003796,               0.003796,               0.003796
                    190,                 1.2658,                 1.3458,                 1.3939,                0.58787,                0.66472,                0.64947,                0.59029,                  1.587,                 1.5079,                 1.7093,               0.003763,               0.003763,               0.003763
                    191,                 1.2752,                 1.3465,                 1.3953,                0.61848,                0.63145,                0.64965,                0.58991,                 1.5876,                 1.5136,                 1.7095,                0.00373,                0.00373,                0.00373
                    192,                 1.2696,                 1.3534,                 1.3943,                0.61642,                 0.6306,                 0.6528,                0.59378,                 1.5924,                 1.5119,                 1.7126,               0.003697,               0.003697,               0.003697
                    193,                 1.2628,                 1.3468,                 1.3921,                 0.6047,                 0.6427,                0.65525,                0.59486,                 1.5848,                    1.5,                 1.7054,               0.003664,               0.003664,               0.003664
                    194,                 1.2497,                 1.3278,                 1.3785,                0.61439,                0.63611,                0.65107,                0.59196,                 1.5902,                 1.4986,                 1.7071,               0.003631,               0.003631,               0.003631
                    195,                 1.2691,                 1.3338,                 1.3893,                0.62568,                0.63348,                0.64749,                0.58899,                 1.5899,                 1.5063,                 1.7071,               0.003598,               0.003598,               0.003598
                    196,                 1.2558,                 1.3197,                 1.3862,                0.63173,                0.62876,                0.64943,                0.59132,                 1.5869,                 1.5035,                 1.7021,               0.003565,               0.003565,               0.003565
                    197,                  1.247,                 1.3199,                 1.3739,                0.63587,                0.61713,                0.64799,                0.58921,                 1.5865,                 1.5039,                 1.7024,               0.003532,               0.003532,               0.003532
                    198,                 1.2563,                 1.3169,                 1.3804,                0.64704,                0.60517,                0.64719,                0.58821,                 1.5884,                  1.508,                  1.703,               0.003499,               0.003499,               0.003499
                    199,                 1.2505,                 1.3194,                 1.3795,                 0.6303,                0.62108,                0.64845,                0.59057,                 1.5878,                 1.5032,                 1.7002,               0.003466,               0.003466,               0.003466
                    200,                 1.2481,                 1.3137,                 1.3746,                0.63752,                0.61013,                0.65001,                0.59211,                 1.5893,                 1.4969,                 1.7007,               0.003433,               0.003433,               0.003433
                    201,                  1.237,                  1.298,                 1.3753,                0.65815,                0.60231,                0.65131,                0.59349,                 1.5884,                 1.4928,                 1.7019,                 0.0034,                 0.0034,                 0.0034
                    202,                  1.242,                 1.3002,                 1.3769,                0.61339,                0.63537,                0.65028,                0.59374,                 1.5877,                  1.494,                 1.7036,               0.003367,               0.003367,               0.003367
                    203,                 1.2561,                 1.3079,                 1.3797,                0.63949,                0.60731,                0.65016,                0.59425,                 1.5861,                 1.4925,                 1.7048,               0.003334,               0.003334,               0.003334
                    204,                 1.2328,                 1.2979,                 1.3719,                0.65133,                0.60535,                0.65027,                0.59472,                 1.5888,                 1.4893,                 1.7098,               0.003301,               0.003301,               0.003301
                    205,                 1.2313,                 1.3064,                 1.3679,                 0.6416,                0.60476,                 0.6515,                0.59607,                 1.5895,                  1.484,                 1.7128,               0.003268,               0.003268,               0.003268
                    206,                 1.2486,                 1.3106,                 1.3825,                0.64992,                0.60027,                0.65323,                0.59853,                  1.593,                 1.4881,                  1.717,               0.003235,               0.003235,               0.003235
                    207,                  1.232,                 1.3055,                 1.3777,                0.66071,                0.59998,                0.65555,                0.60015,                 1.5929,                 1.4912,                 1.7189,               0.003202,               0.003202,               0.003202
                    208,                 1.2393,                 1.2851,                 1.3779,                 0.6461,                0.60793,                0.65603,                0.60112,                 1.5926,                 1.4951,                 1.7184,               0.003169,               0.003169,               0.003169
                    209,                 1.2476,                   1.27,                 1.3768,                0.60843,                  0.641,                0.65737,                0.60203,                 1.5935,                 1.4993,                 1.7212,               0.003136,               0.003136,               0.003136
                    210,                 1.2357,                 1.2791,                 1.3682,                0.62691,                0.63613,                0.65766,                0.60211,                 1.5967,                 1.5028,                 1.7241,               0.003103,               0.003103,               0.003103
                    211,                 1.2367,                  1.286,                 1.3659,                0.62311,                0.63388,                0.66092,                0.60445,                 1.5955,                 1.4989,                 1.7255,                0.00307,                0.00307,                0.00307
                    212,                 1.2271,                  1.272,                 1.3604,                0.65559,                0.60671,                 0.6607,                0.60336,                 1.5965,                 1.4983,                 1.7253,               0.003037,               0.003037,               0.003037
                    213,                  1.238,                 1.2797,                 1.3631,                0.62639,                0.63001,                0.65996,                0.60372,                  1.596,                 1.5018,                 1.7256,               0.003004,               0.003004,               0.003004
                    214,                 1.2277,                  1.285,                 1.3595,                0.61489,                0.64209,                0.65815,                0.60192,                 1.5933,                 1.5008,                 1.7243,               0.002971,               0.002971,               0.002971
                    215,                 1.2329,                 1.2695,                 1.3745,                0.61311,                0.64657,                0.65862,                 0.6015,                 1.5947,                 1.5003,                 1.7264,               0.002938,               0.002938,               0.002938
                    216,                 1.2334,                  1.277,                 1.3642,                0.60857,                0.65096,                0.65817,                0.60075,                 1.5945,                 1.5011,                 1.7257,               0.002905,               0.002905,               0.002905
                    217,                 1.2271,                 1.2812,                 1.3642,                0.61787,                0.64586,                0.65873,                0.60122,                 1.5982,                  1.502,                   1.73,               0.002872,               0.002872,               0.002872
                    218,                 1.2229,                 1.2675,                 1.3604,                0.60977,                0.65045,                0.65808,                  0.601,                 1.5985,                 1.5068,                 1.7305,               0.002839,               0.002839,               0.002839
                    219,                 1.2202,                 1.2555,                  1.353,                0.59746,                0.65762,                0.65753,                0.59993,                    1.6,                  1.506,                 1.7324,               0.002806,               0.002806,               0.002806
                    220,                 1.2109,                 1.2502,                 1.3568,                 0.5902,                0.66406,                0.65664,                0.60005,                 1.5996,                 1.5018,                 1.7323,               0.002773,               0.002773,               0.002773
                    221,                 1.2184,                 1.2561,                 1.3626,                0.58216,                0.66792,                0.65733,                0.60079,                 1.6004,                 1.5007,                  1.733,                0.00274,                0.00274,                0.00274
                    222,                 1.2274,                 1.2665,                 1.3562,                0.58663,                0.67415,                 0.6586,                0.60184,                 1.5993,                 1.4999,                 1.7307,               0.002707,               0.002707,               0.002707
                    223,                 1.2169,                 1.2532,                 1.3633,                0.57812,                0.68176,                0.65899,                0.60212,                 1.5988,                 1.4981,                 1.7305,               0.002674,               0.002674,               0.002674
                    224,                 1.2099,                 1.2457,                  1.354,                0.57349,                0.68307,                0.66007,                0.60267,                 1.6012,                 1.4995,                 1.7311,               0.002641,               0.002641,               0.002641
                    225,                 1.2233,                 1.2685,                 1.3585,                0.56774,                0.69264,                0.65981,                0.60313,                 1.6012,                    1.5,                 1.7318,               0.002608,               0.002608,               0.002608
                    226,                 1.2163,                 1.2655,                 1.3618,                0.57265,                0.69016,                0.65833,                0.60118,                 1.5996,                 1.5038,                 1.7297,               0.002575,               0.002575,               0.002575
                    227,                  1.205,                 1.2503,                 1.3515,                0.58034,                0.68534,                0.65729,                0.60068,                  1.599,                 1.5076,                 1.7294,               0.002542,               0.002542,               0.002542
                    228,                 1.2134,                 1.2607,                 1.3517,                0.58829,                0.67187,                0.65675,                0.60034,                 1.6001,                 1.5065,                 1.7311,               0.002509,               0.002509,               0.002509
                    229,                 1.2198,                 1.2666,                  1.357,                0.59509,                0.66544,                0.65684,                 0.6009,                 1.5991,                  1.506,                 1.7308,               0.002476,               0.002476,               0.002476
                    230,                 1.2034,                 1.2478,                 1.3499,                0.59188,                0.67365,                0.65789,                0.60098,                 1.5991,                 1.5047,                 1.7311,               0.002443,               0.002443,               0.002443
                    231,                 1.2246,                 1.2604,                 1.3624,                 0.5828,                0.67534,                0.65773,                0.60074,                 1.5989,                 1.5055,                 1.7308,                0.00241,                0.00241,                0.00241
                    232,                 1.2037,                 1.2389,                 1.3433,                0.57743,                0.68524,                0.65748,                0.60023,                 1.5984,                  1.508,                 1.7317,               0.002377,               0.002377,               0.002377
                    233,                 1.2125,                 1.2345,                 1.3511,                0.57722,                 0.6855,                0.65759,                0.60032,                 1.5984,                 1.5079,                 1.7337,               0.002344,               0.002344,               0.002344
                    234,                 1.1991,                  1.227,                 1.3439,                0.58162,                0.67573,                0.65633,                0.59964,                 1.5988,                 1.5118,                 1.7351,               0.002311,               0.002311,               0.002311
                    235,                 1.2005,                 1.2271,                 1.3507,                0.58201,                0.69135,                0.65566,                0.59919,                 1.5991,                 1.5123,                 1.7351,               0.002278,               0.002278,               0.002278
                    236,                 1.2076,                 1.2395,                 1.3483,                0.58513,                0.69461,                0.65676,                 0.5995,                 1.5998,                 1.5125,                 1.7352,               0.002245,               0.002245,               0.002245
                    237,                 1.2065,                 1.2306,                 1.3527,                0.58025,                 0.6895,                0.65626,                0.59897,                 1.6006,                 1.5146,                 1.7361,               0.002212,               0.002212,               0.002212
                    238,                 1.1845,                 1.2208,                 1.3343,                0.58317,                0.68693,                 0.6577,                0.59973,                 1.6012,                 1.5127,                 1.7377,               0.002179,               0.002179,               0.002179
                    239,                 1.1997,                 1.2282,                 1.3476,                0.58121,                0.69146,                0.65786,                0.59923,                 1.6024,                 1.5114,                 1.7395,               0.002146,               0.002146,               0.002146
                    240,                  1.195,                 1.2172,                 1.3454,                0.58278,                 0.6878,                0.65768,                0.59907,                 1.6027,                 1.5094,                 1.7401,               0.002113,               0.002113,               0.002113
                    241,                 1.2019,                  1.221,                 1.3417,                0.58298,                0.68839,                0.65749,                0.60003,                 1.6017,                 1.5085,                 1.7406,                0.00208,                0.00208,                0.00208
                    242,                 1.1872,                 1.2006,                 1.3292,                  0.577,                0.69668,                0.65724,                0.59886,                 1.6014,                 1.5086,                 1.7415,               0.002047,               0.002047,               0.002047
                    243,                 1.1967,                 1.2202,                 1.3423,                0.57476,                0.68774,                0.65742,                0.59968,                 1.6036,                 1.5075,                 1.7442,               0.002014,               0.002014,               0.002014
                    244,                 1.1944,                 1.2141,                  1.341,                0.57576,                0.68702,                0.65601,                0.59863,                  1.605,                 1.5082,                  1.746,               0.001981,               0.001981,               0.001981
                    245,                  1.201,                 1.2152,                 1.3449,                0.57647,                0.68716,                0.65576,                0.59773,                 1.6064,                 1.5085,                  1.747,               0.001948,               0.001948,               0.001948
                    246,                 1.1886,                 1.1932,                  1.329,                 0.5768,                0.68765,                0.65577,                0.59791,                 1.6073,                 1.5085,                 1.7475,               0.001915,               0.001915,               0.001915
                    247,                 1.1838,                 1.2069,                 1.3386,                 0.5847,                0.68223,                0.65707,                0.59948,                 1.6075,                 1.5084,                  1.748,               0.001882,               0.001882,               0.001882
