                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.3271,                 1.4729,                 1.4366,                0.62485,                0.62383,                0.64468,                0.58592,                   1.58,                 1.5232,                 1.6851,               0.005149,               0.005149,               0.005149
                    149,                 1.3275,                 1.4907,                 1.4286,                0.61057,                0.62401,                 0.6463,                0.58947,                 1.5867,                 1.5206,                 1.6878,               0.005116,               0.005116,               0.005116
                    150,                 1.3288,                 1.4755,                 1.4353,                0.61552,                0.62796,                0.64999,                0.58999,                 1.5934,                 1.5272,                 1.6959,               0.005083,               0.005083,               0.005083
                    151,                 1.3311,                 1.4747,                 1.4365,                0.59613,                0.63191,                  0.643,                0.58314,                  1.589,                  1.523,                 1.6856,                0.00505,                0.00505,                0.00505
                    152,                 1.3212,                 1.4941,                  1.434,                0.57038,                0.64662,                0.63988,                0.58362,                 1.5842,                 1.5191,                 1.6857,               0.005017,               0.005017,               0.005017
                    153,                 1.3147,                 1.4569,                 1.4243,                0.61266,                0.62688,                0.64772,                0.59097,                 1.5796,                  1.522,                 1.6853,               0.004984,               0.004984,               0.004984
                    154,                 1.3193,                 1.4778,                 1.4255,                0.65778,                0.59833,                0.65286,                0.60066,                 1.5637,                 1.5121,                 1.6794,               0.004951,               0.004951,               0.004951
                    155,                  1.319,                 1.4642,                 1.4349,                0.64989,                0.62144,                0.65873,                0.60378,                 1.5734,                 1.5194,                 1.6822,               0.004918,               0.004918,               0.004918
                    156,                 1.3316,                  1.475,                 1.4357,                0.65301,                0.61663,                 0.6592,                0.60361,                 1.5777,                 1.5156,                 1.6825,               0.004885,               0.004885,               0.004885
                    157,                 1.3237,                 1.4553,                 1.4236,                0.66446,                0.60304,                0.65837,                0.60006,                 1.5819,                 1.5066,                  1.687,               0.004852,               0.004852,               0.004852
                    158,                 1.3201,                 1.4754,                 1.4328,                0.65905,                0.59735,                0.65261,                0.59552,                 1.5947,                 1.5109,                 1.6981,               0.004819,               0.004819,               0.004819
                    159,                 1.3167,                 1.4593,                 1.4267,                 0.6315,                 0.6237,                0.65203,                0.59367,                 1.5892,                 1.5254,                 1.6951,               0.004786,               0.004786,               0.004786
                    160,                 1.3071,                 1.4523,                 1.4222,                0.63412,                0.62764,                0.65202,                0.59277,                 1.5938,                 1.5332,                 1.6975,               0.004753,               0.004753,               0.004753
                    161,                  1.322,                 1.4523,                 1.4211,                0.61078,                0.64148,                0.64275,                0.58687,                 1.5937,                 1.5353,                 1.6986,                0.00472,                0.00472,                0.00472
                    162,                 1.3074,                 1.4531,                 1.4201,                0.60499,                0.64337,                 0.6408,                0.58398,                 1.5868,                 1.5237,                 1.6961,               0.004687,               0.004687,               0.004687
                    163,                 1.3105,                 1.4422,                  1.422,                0.60966,                 0.6435,                0.64565,                0.58949,                 1.5937,                 1.5254,                 1.6961,               0.004654,               0.004654,               0.004654
                    164,                 1.3094,                 1.4399,                 1.4201,                0.61518,                0.62545,                0.64905,                0.59158,                 1.5889,                 1.5209,                 1.6968,               0.004621,               0.004621,               0.004621
                    165,                 1.3204,                 1.4479,                 1.4261,                0.62814,                0.61668,                0.65246,                0.59662,                 1.5888,                 1.5074,                 1.7011,               0.004588,               0.004588,               0.004588
                    166,                 1.2998,                 1.4278,                 1.4191,                0.62907,                0.62681,                0.65265,                0.59753,                 1.5815,                 1.5007,                 1.6968,               0.004555,               0.004555,               0.004555
                    167,                 1.3089,                 1.4375,                 1.4202,                0.67146,                0.60108,                0.65511,                0.59848,                 1.5905,                 1.5012,                  1.703,               0.004522,               0.004522,               0.004522
                    168,                 1.3092,                 1.4334,                 1.4202,                0.64798,                0.62043,                0.65428,                0.59699,                 1.5918,                 1.5066,                 1.7037,               0.004489,               0.004489,               0.004489
                    169,                 1.3021,                 1.4211,                 1.4118,                0.61723,                0.64561,                0.65152,                0.59401,                 1.5977,                  1.514,                  1.709,               0.004456,               0.004456,               0.004456
                    170,                 1.2957,                  1.422,                 1.4101,                0.61841,                 0.6391,                0.65325,                0.59469,                 1.5917,                  1.501,                 1.7024,               0.004423,               0.004423,               0.004423
                    171,                 1.3099,                 1.4433,                 1.4197,                0.65854,                0.60056,                0.65431,                0.59466,                 1.5913,                 1.4959,                 1.7028,                0.00439,                0.00439,                0.00439
                    172,                 1.2931,                 1.4102,                 1.4145,                0.68232,                0.59556,                0.65809,                 0.5988,                 1.5905,                 1.4952,                 1.6961,               0.004357,               0.004357,               0.004357
                    173,                 1.2872,                  1.424,                 1.4133,                0.63415,                0.62248,                0.65182,                0.59478,                 1.5927,                    1.5,                  1.697,               0.004324,               0.004324,               0.004324
                    174,                 1.3058,                 1.4303,                  1.421,                 0.6355,                0.61703,                0.65485,                0.59664,                 1.5899,                 1.5009,                 1.6968,               0.004291,               0.004291,               0.004291
                    175,                 1.2925,                 1.4024,                 1.4102,                 0.6385,                0.61595,                0.65718,                0.59763,                 1.5948,                 1.4978,                 1.6962,               0.004258,               0.004258,               0.004258
                    176,                 1.2856,                 1.4009,                 1.4056,                0.66799,                  0.604,                0.66228,                0.60371,                 1.5937,                 1.4892,                 1.6971,               0.004225,               0.004225,               0.004225
                    177,                 1.2896,                 1.4023,                 1.4138,                 0.6631,                0.60022,                0.66047,                0.60154,                 1.5914,                 1.4896,                 1.6969,               0.004192,               0.004192,               0.004192
                    178,                 1.2916,                 1.4118,                 1.4061,                0.66457,                0.60307,                0.66444,                0.60525,                 1.5952,                  1.493,                  1.699,               0.004159,               0.004159,               0.004159
                    179,                 1.3018,                 1.3908,                 1.4113,                  0.683,                 0.5864,                0.65964,                0.60209,                 1.5978,                 1.4956,                 1.6979,               0.004126,               0.004126,               0.004126
                    180,                 1.2851,                 1.3869,                 1.4051,                0.67012,                0.60126,                0.66117,                  0.603,                 1.5996,                 1.4965,                 1.7026,               0.004093,               0.004093,               0.004093
                    181,                 1.2954,                 1.4174,                 1.4101,                0.62599,                0.62737,                0.66624,                 0.6072,                 1.5949,                 1.4893,                 1.7018,                0.00406,                0.00406,                0.00406
                    182,                 1.2758,                 1.3703,                 1.3941,                0.62028,                0.64349,                0.66507,                0.60536,                 1.5995,                  1.486,                 1.7067,               0.004027,               0.004027,               0.004027
                    183,                 1.2811,                 1.3756,                 1.3973,                0.63133,                0.62313,                0.66641,                0.60698,                 1.6018,                 1.4876,                 1.7071,               0.003994,               0.003994,               0.003994
                    184,                 1.2803,                  1.381,                 1.4014,                 0.6606,                0.61425,                0.66717,                0.60652,                 1.5957,                 1.4851,                 1.7012,               0.003961,               0.003961,               0.003961
                    185,                 1.2789,                 1.3795,                 1.3982,                0.66505,                0.61576,                0.67052,                0.60898,                 1.5967,                   1.48,                 1.7002,               0.003928,               0.003928,               0.003928
                    186,                 1.2795,                 1.3782,                 1.4038,                 0.6736,                0.61398,                0.67314,                0.61066,                 1.5978,                 1.4788,                 1.6994,               0.003895,               0.003895,               0.003895
                    187,                 1.2793,                 1.3932,                 1.4027,                0.67402,                0.62495,                 0.6728,                0.61192,                 1.5946,                 1.4793,                 1.7006,               0.003862,               0.003862,               0.003862
                    188,                  1.273,                  1.366,                 1.3974,                0.65589,                0.62345,                0.66897,                0.60902,                 1.5886,                 1.4776,                 1.6954,               0.003829,               0.003829,               0.003829
                    189,                  1.264,                 1.3602,                 1.3956,                0.65531,                0.61111,                0.66666,                0.60812,                 1.5908,                 1.4757,                 1.6964,               0.003796,               0.003796,               0.003796
                    190,                 1.2665,                 1.3607,                  1.394,                0.63779,                0.62292,                0.66825,                0.60858,                 1.5844,                 1.4739,                 1.6953,               0.003763,               0.003763,               0.003763
                    191,                 1.2843,                 1.3767,                 1.4015,                0.64474,                0.62668,                0.66751,                0.60728,                 1.5851,                 1.4794,                 1.6954,                0.00373,                0.00373,                0.00373
                    192,                 1.2765,                 1.3783,                 1.3944,                0.63558,                0.63141,                0.66588,                0.60633,                  1.585,                 1.4839,                 1.6975,               0.003697,               0.003697,               0.003697
                    193,                 1.2638,                 1.3724,                   1.39,                0.62696,                0.64274,                0.66836,                0.60786,                 1.5842,                 1.4797,                 1.6947,               0.003664,               0.003664,               0.003664
                    194,                 1.2666,                 1.3491,                 1.3865,                0.62518,                0.64489,                0.66669,                0.60598,                  1.582,                 1.4789,                 1.6889,               0.003631,               0.003631,               0.003631
                    195,                 1.2739,                 1.3499,                 1.3875,                0.64034,                0.62803,                0.66407,                0.60516,                 1.5813,                 1.4849,                 1.6893,               0.003598,               0.003598,               0.003598
                    196,                 1.2638,                 1.3464,                 1.3886,                0.65418,                0.62239,                0.66675,                0.60785,                 1.5811,                 1.4851,                   1.69,               0.003565,               0.003565,               0.003565
                    197,                 1.2565,                 1.3397,                 1.3773,                 0.6484,                0.63572,                0.66955,                0.61094,                 1.5824,                 1.4818,                 1.6917,               0.003532,               0.003532,               0.003532
                    198,                 1.2694,                 1.3388,                 1.3876,                0.65479,                0.63824,                 0.6717,                0.61341,                 1.5882,                 1.4759,                 1.6969,               0.003499,               0.003499,               0.003499
                    199,                 1.2622,                 1.3396,                 1.3875,                0.65344,                0.63224,                0.67221,                0.61425,                 1.5904,                 1.4802,                 1.6994,               0.003466,               0.003466,               0.003466
                    200,                 1.2601,                 1.3433,                 1.3822,                0.66447,                0.62429,                0.67022,                0.61107,                 1.5926,                 1.4808,                 1.6997,               0.003433,               0.003433,               0.003433
                    201,                 1.2454,                 1.3172,                   1.38,                0.64215,                0.62248,                0.66992,                0.61201,                 1.5882,                 1.4787,                 1.6992,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.2507,                 1.3185,                 1.3802,                0.62696,                0.65457,                0.66937,                0.61041,                 1.5909,                 1.4784,                 1.7002,               0.003367,               0.003367,               0.003367
                    203,                 1.2588,                 1.3195,                  1.381,                0.62675,                0.64162,                0.66802,                0.60796,                 1.5917,                 1.4829,                 1.7025,               0.003334,               0.003334,               0.003334
                    204,                   1.24,                 1.3102,                 1.3784,                0.64697,                0.62452,                0.66919,                0.60777,                 1.5875,                 1.4823,                 1.6996,               0.003301,               0.003301,               0.003301
                    205,                 1.2395,                 1.3262,                 1.3739,                0.63188,                0.65481,                0.67022,                0.60838,                 1.5847,                 1.4807,                 1.6983,               0.003268,               0.003268,               0.003268
                    206,                 1.2536,                 1.3238,                 1.3808,                 0.6269,                0.64848,                0.67031,                0.60905,                 1.5848,                 1.4777,                 1.6989,               0.003235,               0.003235,               0.003235
                    207,                 1.2431,                 1.3161,                 1.3789,                0.65139,                0.63008,                0.66982,                 0.6082,                 1.5849,                 1.4768,                 1.7002,               0.003202,               0.003202,               0.003202
                    208,                 1.2429,                 1.3034,                 1.3783,                0.63995,                0.63019,                0.67087,                0.60934,                 1.5856,                 1.4753,                 1.6995,               0.003169,               0.003169,               0.003169
                    209,                 1.2497,                 1.2975,                  1.376,                0.65914,                0.62118,                0.67174,                0.60954,                  1.588,                 1.4756,                 1.6999,               0.003136,               0.003136,               0.003136
                    210,                 1.2463,                 1.3012,                 1.3703,                0.69071,                0.60341,                0.67129,                0.60937,                 1.5947,                   1.48,                  1.703,               0.003103,               0.003103,               0.003103
                    211,                 1.2353,                 1.3119,                 1.3638,                0.67214,                 0.6205,                0.67259,                0.61161,                 1.5972,                 1.4802,                 1.7053,                0.00307,                0.00307,                0.00307
                    212,                 1.2415,                 1.2934,                 1.3664,                 0.6631,                0.63249,                0.67394,                0.61224,                 1.6007,                 1.4795,                 1.7078,               0.003037,               0.003037,               0.003037
                    213,                 1.2486,                 1.3015,                 1.3684,                 0.6755,                0.63019,                0.67357,                0.61104,                 1.6006,                 1.4836,                  1.708,               0.003004,               0.003004,               0.003004
                    214,                 1.2352,                 1.3047,                 1.3625,                0.67687,                0.62197,                0.67459,                0.61183,                 1.6003,                 1.4789,                 1.7098,               0.002971,               0.002971,               0.002971
                    215,                  1.232,                 1.2855,                 1.3742,                0.67513,                0.62973,                0.67135,                 0.6102,                 1.6026,                 1.4767,                 1.7123,               0.002938,               0.002938,               0.002938
                    216,                 1.2425,                 1.2915,                 1.3705,                 0.6749,                0.62753,                0.67222,                0.61193,                  1.605,                 1.4692,                 1.7154,               0.002905,               0.002905,               0.002905
                    217,                 1.2322,                 1.2972,                 1.3682,                0.67787,                0.62962,                0.67243,                0.61251,                 1.6034,                 1.4691,                 1.7121,               0.002872,               0.002872,               0.002872
                    218,                 1.2309,                 1.2861,                 1.3619,                0.67715,                0.63665,                0.67455,                 0.6141,                 1.6017,                 1.4703,                 1.7105,               0.002839,               0.002839,               0.002839
                    219,                 1.2213,                 1.2801,                 1.3554,                0.66163,                0.63602,                 0.6728,                0.61325,                 1.6022,                 1.4695,                 1.7094,               0.002806,               0.002806,               0.002806
                    220,                 1.2201,                 1.2735,                 1.3571,                0.66668,                 0.6333,                0.67382,                0.61399,                    1.6,                 1.4681,                 1.7072,               0.002773,               0.002773,               0.002773
                    221,                 1.2246,                 1.2674,                 1.3632,                 0.6571,                0.64881,                0.67456,                0.61454,                 1.5998,                 1.4659,                  1.706,                0.00274,                0.00274,                0.00274
                    222,                 1.2304,                 1.2829,                 1.3518,                0.65691,                0.64767,                0.67448,                0.61467,                 1.6012,                  1.463,                 1.7051,               0.002707,               0.002707,               0.002707
                    223,                 1.2293,                 1.2705,                 1.3664,                0.65192,                0.65371,                0.67441,                0.61452,                 1.6013,                 1.4608,                 1.7032,               0.002674,               0.002674,               0.002674
                    224,                 1.2291,                 1.2709,                 1.3644,                0.65552,                0.64848,                0.67561,                0.61563,                 1.6024,                 1.4618,                 1.7029,               0.002641,               0.002641,               0.002641
                    225,                 1.2289,                 1.2793,                 1.3596,                0.66237,                0.63847,                0.67519,                0.61552,                 1.6041,                 1.4615,                 1.7029,               0.002608,               0.002608,               0.002608
                    226,                 1.2209,                 1.2795,                 1.3632,                0.66442,                0.63783,                0.67651,                0.61703,                  1.604,                 1.4618,                 1.7032,               0.002575,               0.002575,               0.002575
                    227,                 1.2072,                  1.256,                 1.3512,                0.66898,                0.63328,                0.67692,                0.61716,                 1.6051,                 1.4622,                 1.7039,               0.002542,               0.002542,               0.002542
                    228,                  1.218,                 1.2712,                 1.3525,                0.67437,                0.63255,                0.67586,                0.61555,                 1.6049,                 1.4596,                  1.703,               0.002509,               0.002509,               0.002509
                    229,                 1.2236,                  1.273,                 1.3541,                0.66853,                0.63406,                 0.6759,                0.61496,                 1.6054,                  1.458,                 1.7032,               0.002476,               0.002476,               0.002476
                    230,                 1.2115,                 1.2642,                 1.3489,                0.66557,                0.63151,                0.67457,                0.61411,                  1.606,                 1.4612,                 1.7044,               0.002443,               0.002443,               0.002443
                    231,                 1.2228,                 1.2714,                 1.3544,                0.66756,                0.63143,                0.67403,                0.61404,                 1.6054,                 1.4653,                 1.7042,                0.00241,                0.00241,                0.00241
                    232,                 1.2134,                 1.2528,                 1.3448,                0.66501,                0.63824,                0.67486,                0.61408,                 1.6049,                 1.4645,                 1.7045,               0.002377,               0.002377,               0.002377
                    233,                 1.2149,                  1.249,                 1.3493,                 0.6691,                0.63493,                0.67623,                0.61523,                  1.605,                 1.4641,                 1.7049,               0.002344,               0.002344,               0.002344
                    234,                 1.2025,                 1.2399,                  1.344,                0.65935,                0.64057,                0.67507,                0.61425,                 1.6048,                  1.466,                  1.705,               0.002311,               0.002311,               0.002311
                    235,                 1.2102,                 1.2442,                 1.3554,                0.67389,                0.63588,                0.67416,                0.61436,                 1.6068,                 1.4664,                 1.7076,               0.002278,               0.002278,               0.002278
                    236,                 1.2103,                 1.2418,                 1.3485,                0.67485,                0.63529,                0.67567,                0.61571,                 1.6074,                 1.4635,                 1.7086,               0.002245,               0.002245,               0.002245
                    237,                 1.2152,                 1.2422,                 1.3553,                0.66572,                0.63046,                0.67518,                0.61495,                 1.6081,                 1.4641,                 1.7097,               0.002212,               0.002212,               0.002212
                    238,                 1.1945,                 1.2403,                  1.338,                0.66172,                0.62853,                0.67416,                0.61464,                 1.6089,                 1.4641,                 1.7106,               0.002179,               0.002179,               0.002179
                    239,                  1.197,                 1.2377,                  1.343,                0.65663,                 0.6336,                0.67481,                0.61436,                 1.6091,                 1.4665,                 1.7118,               0.002146,               0.002146,               0.002146
                    240,                 1.1989,                 1.2333,                 1.3471,                0.66046,                 0.6315,                0.67521,                0.61473,                 1.6097,                 1.4658,                 1.7129,               0.002113,               0.002113,               0.002113
                    241,                 1.2001,                 1.2329,                 1.3421,                0.66882,                0.62731,                0.67442,                0.61421,                 1.6107,                 1.4674,                 1.7155,                0.00208,                0.00208,                0.00208
                    242,                 1.1907,                 1.2065,                 1.3323,                0.67038,                 0.6276,                0.67542,                0.61506,                 1.6109,                 1.4652,                  1.716,               0.002047,               0.002047,               0.002047
                    243,                 1.2018,                 1.2379,                 1.3453,                0.66511,                0.63074,                0.67436,                0.61426,                 1.6109,                 1.4651,                 1.7167,               0.002014,               0.002014,               0.002014
                    244,                 1.2026,                 1.2351,                 1.3436,                0.68176,                0.63039,                0.67349,                0.61349,                  1.612,                  1.466,                 1.7177,               0.001981,               0.001981,               0.001981
                    245,                 1.2053,                 1.2273,                  1.345,                0.68531,                0.63208,                 0.6726,                0.61255,                 1.6132,                 1.4657,                 1.7183,               0.001948,               0.001948,               0.001948
                    246,                 1.1844,                 1.2016,                 1.3239,                0.68194,                0.62729,                 0.6729,                 0.6127,                 1.6134,                 1.4644,                 1.7199,               0.001915,               0.001915,               0.001915
                    247,                 1.1876,                 1.2189,                 1.3386,                0.69066,                0.61432,                0.67268,                0.61298,                 1.6148,                  1.465,                 1.7217,               0.001882,               0.001882,               0.001882
                    248,                 1.1858,                 1.2108,                 1.3301,                0.69978,                0.60999,                 0.6725,                0.61283,                  1.615,                 1.4637,                 1.7224,               0.001849,               0.001849,               0.001849
                    249,                 1.1834,                 1.2101,                 1.3324,                0.69998,                0.61212,                0.67159,                0.61217,                 1.6144,                 1.4632,                 1.7226,               0.001816,               0.001816,               0.001816
                    250,                 1.1914,                 1.2191,                 1.3446,                0.70443,                0.60253,                0.67193,                0.61232,                 1.6147,                 1.4617,                 1.7232,               0.001783,               0.001783,               0.001783
                    251,                  1.192,                 1.2087,                 1.3316,                0.68115,                0.61645,                0.67307,                0.61332,                 1.6152,                 1.4628,                 1.7237,                0.00175,                0.00175,                0.00175
                    252,                 1.1979,                 1.2137,                 1.3426,                0.70698,                0.60649,                0.67315,                0.61341,                 1.6151,                 1.4627,                  1.724,               0.001717,               0.001717,               0.001717
                    253,                 1.1817,                 1.2056,                 1.3268,                0.70754,                0.60751,                0.67324,                0.61328,                 1.6143,                 1.4631,                 1.7233,               0.001684,               0.001684,               0.001684
                    254,                 1.1689,                  1.207,                 1.3342,                0.69432,                0.61065,                0.67329,                0.61309,                 1.6152,                 1.4637,                 1.7251,               0.001651,               0.001651,               0.001651
                    255,                  1.178,                 1.1761,                 1.3215,                0.70165,                0.61072,                0.67441,                0.61372,                 1.6166,                 1.4622,                 1.7265,               0.001618,               0.001618,               0.001618
                    256,                 1.1908,                 1.2035,                 1.3309,                0.69566,                0.61164,                0.67423,                0.61262,                 1.6182,                 1.4632,                 1.7276,               0.001585,               0.001585,               0.001585
                    257,                 1.1762,                 1.1926,                 1.3247,                0.69862,                0.61282,                0.67466,                0.61327,                   1.62,                 1.4641,                 1.7292,               0.001552,               0.001552,               0.001552
                    258,                 1.1717,                 1.1784,                  1.317,                0.69511,                0.61483,                0.67471,                0.61317,                 1.6203,                 1.4638,                 1.7303,               0.001519,               0.001519,               0.001519
                    259,                  1.172,                 1.1983,                 1.3298,                0.69827,                0.61133,                0.67582,                0.61373,                 1.6203,                 1.4636,                 1.7304,               0.001486,               0.001486,               0.001486
                    260,                 1.1753,                 1.2013,                 1.3321,                0.70243,                0.60844,                0.67657,                0.61411,                 1.6211,                 1.4663,                 1.7307,               0.001453,               0.001453,               0.001453
                    261,                 1.1872,                 1.1958,                 1.3317,                0.70158,                0.60634,                0.67677,                0.61433,                 1.6216,                 1.4672,                 1.7317,                0.00142,                0.00142,                0.00142
                    262,                 1.1655,                  1.161,                 1.3142,                0.70536,                0.60328,                0.67728,                0.61466,                 1.6225,                 1.4662,                 1.7326,               0.001387,               0.001387,               0.001387
                    263,                 1.1782,                 1.1717,                 1.3247,                0.67567,                0.62812,                0.67808,                0.61536,                 1.6219,                 1.4668,                 1.7329,               0.001354,               0.001354,               0.001354
                    264,                 1.1781,                 1.1806,                 1.3229,                0.67331,                0.62445,                0.67728,                0.61467,                 1.6214,                 1.4673,                 1.7329,               0.001321,               0.001321,               0.001321
                    265,                 1.1584,                 1.1681,                 1.3161,                0.65176,                0.63639,                0.67774,                0.61537,                 1.6206,                 1.4673,                 1.7331,               0.001288,               0.001288,               0.001288
                    266,                 1.1601,                 1.1715,                 1.3192,                0.67402,                0.62466,                0.67834,                0.61538,                 1.6213,                 1.4661,                 1.7342,               0.001255,               0.001255,               0.001255
                    267,                 1.1591,                 1.1775,                 1.3199,                 0.6742,                0.62452,                0.67868,                0.61588,                 1.6204,                 1.4646,                 1.7337,               0.001222,               0.001222,               0.001222
                    268,                 1.1501,                 1.1572,                 1.3148,                0.67521,                0.62534,                0.67923,                0.61684,                 1.6201,                 1.4651,                 1.7334,               0.001189,               0.001189,               0.001189
                    269,                 1.1584,                  1.169,                 1.3195,                0.67121,                0.63633,                0.67968,                0.61687,                 1.6193,                 1.4658,                 1.7324,               0.001156,               0.001156,               0.001156
                    270,                 1.1572,                  1.157,                 1.3158,                 0.6698,                0.63276,                0.67956,                0.61676,                 1.6194,                 1.4643,                  1.733,               0.001123,               0.001123,               0.001123
                    271,                 1.1658,                 1.1675,                 1.3188,                0.67263,                0.62708,                0.67891,                0.61627,                  1.619,                 1.4641,                 1.7325,                0.00109,                0.00109,                0.00109
                    272,                 1.1562,                 1.1507,                  1.314,                0.67357,                0.62939,                0.67982,                0.61726,                 1.6191,                 1.4629,                 1.7325,               0.001057,               0.001057,               0.001057
                    273,                 1.1684,                 1.1586,                 1.3221,                0.67432,                0.62935,                0.67946,                0.61694,                 1.6188,                 1.4632,                 1.7323,               0.001024,               0.001024,               0.001024
                    274,                 1.1484,                 1.1439,                 1.3066,                0.67521,                0.62809,                0.68009,                0.61687,                 1.6191,                 1.4622,                 1.7322,               0.000991,               0.000991,               0.000991
                    275,                 1.1562,                 1.1487,                 1.3134,                 0.6764,                0.62868,                0.68007,                0.61662,                 1.6183,                 1.4618,                 1.7325,               0.000958,               0.000958,               0.000958
                    276,                 1.1411,                 1.1359,                 1.3088,                0.67463,                0.62875,                0.68057,                0.61678,                 1.6189,                 1.4606,                 1.7334,               0.000925,               0.000925,               0.000925
                    277,                 1.1479,                 1.1478,                 1.3128,                0.67823,                0.62778,                0.68007,                0.61613,                 1.6196,                 1.4608,                 1.7341,               0.000892,               0.000892,               0.000892
                    278,                 1.1449,                 1.1464,                 1.3112,                0.67374,                0.62665,                0.68058,                0.61654,                 1.6201,                 1.4608,                 1.7347,               0.000859,               0.000859,               0.000859
                    279,                  1.156,                 1.1432,                 1.3132,                0.67948,                0.62927,                0.68105,                0.61716,                 1.6208,                 1.4616,                 1.7355,               0.000826,               0.000826,               0.000826
                    280,                 1.1352,                 1.1407,                 1.2999,                 0.6766,                0.62794,                0.68067,                0.61654,                 1.6219,                 1.4607,                 1.7363,               0.000793,               0.000793,               0.000793
                    281,                 1.1458,                  1.147,                 1.3118,                0.68648,                0.62918,                0.68154,                0.61718,                 1.6217,                 1.4622,                 1.7362,                0.00076,                0.00076,                0.00076
                    282,                  1.147,                 1.1487,                 1.3149,                0.68196,                0.62918,                0.68103,                0.61702,                  1.622,                 1.4612,                 1.7368,               0.000727,               0.000727,               0.000727
                    283,                 1.1393,                 1.1329,                  1.308,                0.67814,                0.62933,                0.68169,                0.61777,                 1.6223,                 1.4627,                 1.7369,               0.000694,               0.000694,               0.000694
                    284,                 1.1303,                 1.1246,                 1.3028,                0.67876,                0.62947,                0.68106,                0.61735,                 1.6232,                  1.464,                 1.7377,               0.000661,               0.000661,               0.000661
                    285,                 1.1382,                 1.1326,                  1.298,                0.67692,                0.62918,                0.68103,                0.61719,                 1.6232,                 1.4633,                 1.7385,               0.000628,               0.000628,               0.000628
                    286,                 1.1357,                 1.1267,                 1.3085,                0.67879,                0.63086,                 0.6816,                0.61815,                 1.6241,                 1.4647,                 1.7394,               0.000595,               0.000595,               0.000595
                    287,                 1.1518,                 1.1359,                 1.3174,                0.67875,                0.63069,                 0.6815,                0.61806,                 1.6241,                 1.4655,                 1.7396,               0.000562,               0.000562,               0.000562
                    288,                 1.1441,                 1.1336,                 1.2996,                0.68282,                 0.6301,                0.68124,                0.61796,                 1.6244,                  1.466,                 1.7402,               0.000529,               0.000529,               0.000529
                    289,                 1.1318,                 1.1215,                 1.2993,                0.67478,                 0.6277,                0.68113,                 0.6174,                 1.6241,                 1.4673,                   1.74,               0.000496,               0.000496,               0.000496
                    290,                  1.136,                 1.1315,                 1.3053,                 0.6729,                0.63276,                0.68039,                0.61646,                 1.6243,                 1.4681,                 1.7409,               0.000463,               0.000463,               0.000463
                    291,                 1.1407,                 1.0008,                 1.3489,                0.67276,                0.62849,                0.68056,                0.61717,                  1.625,                 1.4686,                 1.7417,                0.00043,                0.00043,                0.00043
                    292,                 1.1088,                0.95562,                 1.3263,                0.67031,                0.63566,                0.68087,                0.61728,                 1.6256,                 1.4676,                 1.7428,               0.000397,               0.000397,               0.000397
                    293,                 1.0928,                0.93317,                 1.3134,                0.67135,                0.63632,                0.68102,                0.61742,                 1.6257,                 1.4681,                 1.7427,               0.000364,               0.000364,               0.000364
                    294,                 1.0897,                0.93354,                 1.3181,                0.67098,                0.63621,                0.68134,                0.61707,                 1.6267,                 1.4689,                 1.7446,               0.000331,               0.000331,               0.000331
                    295,                 1.0834,                0.92458,                 1.3148,                0.67446,                0.63614,                0.68135,                0.61695,                  1.627,                 1.4695,                 1.7452,               0.000298,               0.000298,               0.000298
                    296,                 1.0825,                0.92053,                 1.3125,                 0.6756,                0.63619,                0.68194,                0.61718,                 1.6269,                 1.4685,                 1.7459,               0.000265,               0.000265,               0.000265
                    297,                 1.0725,                0.90627,                 1.2984,                0.67598,                0.63454,                0.68174,                 0.6166,                 1.6274,                  1.468,                 1.7462,               0.000232,               0.000232,               0.000232
                    298,                 1.0765,                0.91048,                 1.3108,                0.67518,                0.63459,                0.68159,                0.61696,                 1.6279,                 1.4681,                 1.7474,               0.000199,               0.000199,               0.000199
                    299,                 1.0687,                0.90827,                 1.3045,                0.67646,                0.63404,                0.68198,                0.61651,                 1.6284,                 1.4669,                 1.7479,               0.000166,               0.000166,               0.000166
                    300,                 1.0604,                0.90549,                 1.2989,                0.67696,                0.63138,                0.68175,                0.61621,                 1.6297,                 1.4676,                 1.7493,               0.000133,               0.000133,               0.000133
